Movie Title,Release Date,Wikipedia URL,Genre (1),Genre (2),Director (1),Director (2),Cast (1),Cast (2),Cast (3),Cast (4),Cast (5),Budget ($),Box Office Revenue ($),weight,,,,,,,
The Oogieloves in the Big Balloon Adventure,2012-08-29,https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure,Family,,Matthew Diamond,,Toni Braxton,Cloris Leachman,Christopher Lloyd,Chazz Palminteri,Cary Elwes,"20,000,000.00","1,100,000.00",0.0055,,,,,,,
The Other Woman,2014-03-31,https://en.wikipedia.org/wiki/The_Other_Woman_(2014_film),Comedy,,Nick Cassavetes,,Cameron Diaz,Leslie Mann,Kate Upton,Nikolaj Coster-Waldau,Taylor Kinney,"40,000,000.00","196,700,000.00",0.49175,,,,,,,
The Peanuts Movie,2015-11-01,https://en.wikipedia.org/wiki/The_Peanuts_Movie,Animation,Comedy,Steve Martino,,Bill Melendez,Noah Schnapp,Hadley Belle Miller,AJ Teece,Noah Johnston,"99,000,000.00","246,200,000.00",0.248686869,,,,,,,
The Perfect Guy,2015-09-02,https://en.wikipedia.org/wiki/The_Perfect_Guy_(2015_film),Thriller,,David M. Rosenthal,,Sanaa Lathan,Michael Ealy,Morris Chestnut,,,"18,000,000.00","60,300,000.00",0.335,,,,,,,
The Perfect Match,2016-03-11,https://en.wikipedia.org/wiki/The_Perfect_Match_(2016_film),Romance,,Bille Woodruff,,Terrence J,Cassie Ventura,Donald Faison,Dascha Polanco,Robert Christopher Riley,"5,000,000.00","10,400,000.00",0.208,,,,,,,
The Perks of Being a Wallflower,2012-09-21,https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film),Drama,,Stephen Chbosky,,Emma Watson,Logan Lerman,Mae Whitman,Nina Dobrev,Johnny Simmons,"13,000,000.00","33,400,000.00",0.256923077,,,,,,,
The Pirates! Band of Misfits,2012-04-27,https://en.wikipedia.org/wiki/The_Pirates!_In_an_Adventure_with_Scientists_(film),Comedy,Action,Peter Lord,Jeff Newitt,Hugh Grant,Salma Hayek,Jeremy Piven,Imelda Staunton,David Tennant,"55,000,000.00","123,000,000.00",0.223636364,,,,,,,
The Place Beyond the Pines,2013-03-29,https://en.wikipedia.org/wiki/The_Place_Beyond_the_Pines,Crime,Drama,Derek Cianfrance,,Ryan Gosling,Bradley Cooper,Rose Byrne,Eva Mendes,Ray Liotta,"15,000,000.00","47,000,000.00",0.313333333,,,,,,,
The Possession,2012-08-31,https://en.wikipedia.org/wiki/The_Possession_(2012_film),Horror,Thriller,Ole Bornedal,,Jeffrey Dean Morgan,Kyra Sedgwick,,,,"14,000,000.00","78,500,000.00",0.560714286,,,,,,,
The Purge,2013-05-31,https://en.wikipedia.org/wiki/The_Purge,Sci-Fi,Thriller,James DeMonaco,,Ethan Hawke,Lena Headey,Max Burkholder,Tony Oller,Edwin Hodge,"3,000,000.00","89,300,000.00",2.976666667,,,,,,,
The Purge: Election Year,2016-07-01,https://en.wikipedia.org/wiki/The_Purge:_Election_Year,Horror,Thriller,James DeMonaco,,Frank Grillo,Betty Gabriel,Edwin Hodge,Kyle Secor,Joseph Julian Soria,"10,000,000.00","105,600,000.00",1.056,,,,,,,
The Raid 2,2014-01-21,https://en.wikipedia.org/wiki/The_Raid_2,Action,,Gareth Evans,,Iko Uwais,Tio Pakusadewo,Arifin Putra,Julie Estelle,Alex Abbad,"4,500,000.00","6,600,000.00",0.146666667,,,,,,,
The Raid: Redemption ₪,2012-03-23,https://en.wikipedia.org/wiki/The_Raid:_Redemption,Action,,Gareth Evans,,Iko Uwais,Doni Alamsyah,Joe Taslim,Yayan Ruhian,Ray Sahetapy,"1,100,000.00","9,140,000.00",0.830909091,,,,,,,
The Raven,2012-04-27,https://en.wikipedia.org/wiki/The_Raven_(2012_film),Thriller,,James McTeigue,,John Cusack,Alice Eve,Luke Evans,Brendan Gleeson,Oliver Jackson-Cohen,"26,000,000.00","29,700,000.00",0.114230769,,,,,,,
The Revenant,2015-12-25,https://en.wikipedia.org/wiki/The_Revenant_(2015_film),Thriller,,Alejandro G. Iñárritu,,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson,Will Poulter,,"135,000,000.00","533,000,000.00",0.394814815,,,,,,,
The Second Best Exotic Marigold Hotel,2015-02-26,https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel,Comedy,Drama,John Madden,,Judi Dench,Bill Nighy,Maggie Smith,Richard Gere,Celia Imrie,"10,000,000.00","86,000,000.00",0.86,,,,,,,
The Second Mother,2015-01-25,https://en.wikipedia.org/wiki/The_Second_Mother_(2015_film),Drama,,Anna Muylaert,,Regina Casé,Michel Joelsas,Camila Márdila,,,"4,000,000.00","6,200,000.00",0.155,,,,,,,
The Secret Life of Pets,2016-07-08,https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets,Adventure,Comedy,Chris Renaud,Yarrow Cheney,Louis C.K.,Eric Stonestreet,Kevin Hart,Albert Brooks,Hannibal Buress,"75,000,000.00","724,900,000.00",0.966533333,,,,,,,
The Secret World of Arrietty,2012-02-17,https://en.wikipedia.org/wiki/Arrietty,Adventure,,Gary Rydstrom,,Will Arnett,Amy Poehler,Carol Burnett,Bridgit Mendler,David Henrie,"23,000,000.00","145,600,000.00",0.633043478,,,,,,,
The Shallows,2016-06-21,https://en.wikipedia.org/wiki/The_Shallows_(film),Horror,,Jaume Collet-Serra,,Blake Lively,Óscar Jaenada,,,,"17,000,000.00","93,200,000.00",0.548235294,,,,,,,
The Signal,2014-01-20,https://en.wikipedia.org/wiki/The_Signal_(2014_film),Sci-Fi,,William Eubank,,Brenton Thwaites,Olivia Cooke,Sarah Clarke,Laurence Fishburne,,"4,000,000.00","2,420,000.00",0.0605,,,,,,,
The Single Moms Club,2014-03-14,https://en.wikipedia.org/wiki/The_Single_Moms_Club,Comedy,,Tyler Perry,,Tyler Perry,Nia Long,Wendi McLendon-Covey,Zulay Henao,Cocoa Brown,"8,000,000.00","16,300,000.00",0.20375,,,,,,,
The Smurfs 2,2013-07-31,https://en.wikipedia.org/wiki/The_Smurfs_2,Adventure,Family,Raja Gosnell,,Neil Patrick Harris,Jayma Mays,Hank Azaria,Tim Gunn,Brendan Gleeson,"105,000,000.00","347,500,000.00",0.330952381,,,,,,,
The Spectacular Now,2013-08-02,https://en.wikipedia.org/wiki/The_Spectacular_Now,Drama,,James Ponsoldt,,Miles Teller,Shailene Woodley,Kaitlyn Dever,Brie Larson,Dayo Okeniyi,"2,500,000.00","6,900,000.00",0.276,,,,,,,
The SpongeBob Movie: Sponge Out of Water,2015-02-06,https://en.wikipedia.org/wiki/The_SpongeBob_Movie:_Sponge_Out_of_Water,Adventure,Comedy,Paul Tibbitt,Jonathan Aibel,Paul Tibbitt (director),Jonathan Aibel,Glenn Berger(screenplay),Antonio Banderas,Tom Kenny,"74,000,000.00","323,400,000.00",0.437027027,,,,,,,
The Sweet Escape,2015-06-10,https://en.wikipedia.org/wiki/The_Sweet_Escape_(film),Comedy,,Bruno Podalydès,,Bruno Podalydès,Sandrine Kiberlain,Agnès Jaoui,Vimala Pons,,"3,800,000.00","3,300,000.00",0.086842105,,,,,,,
The Theory of Everything,2014-09-07,https://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film),Biography,Drama,James Marsh,,Eddie Redmayne,Felicity Jones,,,,"15,000,000.00","123,700,000.00",0.824666667,,,,,,,
The Three Stooges,2012-04-13,https://en.wikipedia.org/wiki/The_Three_Stooges_(film),Comedy,,Bobby Farrelly,Peter Farrelly,Chris Diamantopoulos,Sean Hayes,Will Sasso,Jane Lynch,Larry David,"30,000,000.00","54,800,000.00",0.182666667,,,,,,,
The Transporter Refueled,2015-09-04,https://en.wikipedia.org/wiki/The_Transporter_Refueled,Action,Thriller,Camille Delamarre,,Ed Skrein,Ray Stevenson,Loan Chabanol,Gabriella Wright,,"25,000,000.00","72,600,000.00",0.2904,,,,,,,
The Twilight Saga: Breaking Dawn – Part 2,2012-11-16,https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_%25E2%2580%2593_Part_2,Fantasy,Drama,Bill Condon,,Kristen Stewart,Robert Pattinson,Michael Sheen,Mackenzie Foy,Billy Burke,"120,000,000.00","829,700,000.00",0.691416667,,,,,,,
The Vatican Tapes,2015-07-25,https://en.wikipedia.org/wiki/The_Vatican_Tapes,Horror,,Mark Neveldine,,Kathleen Robertson,Michael Peña,Djimon Hounsou,Dougray Scott,John Patrick Amedori,"13,000,000.00","13,500,000.00",0.103846154,,,,,,,
The Visit,2015-09-08,https://en.wikipedia.org/wiki/The_Visit_(2015_American_film),Horror,Thriller,M. Night Shyamalan,,Kathryn Hahn,Ed Oxenbould,Deanna Dunagan,Peter McRobbie,Olivia DeJonge,"5,000,000.00","98,500,000.00",1.97,,,,,,,
The Walk,2015-09-30,https://en.wikipedia.org/wiki/The_Walk_(2015_film),Biography,,Robert Zemeckis,,Joseph Gordon-Levitt,Ben Kingsley,James Badge Dale,Charlotte Le Bon,,"45,000,000.00","61,200,000.00",0.136,,,,,,,
The Watch,2012-07-27,https://en.wikipedia.org/wiki/The_Watch_(2012_film),Comedy,,Akiva Schaffer,,Ben Stiller,Vince Vaughn,Rosemarie DeWitt,Jonah Hill,Richard Ayoade,"68,000,000.00","68,300,000.00",0.100441176,,,,,,,
The Water Diviner,2014-12-26,https://en.wikipedia.org/wiki/The_Water_Diviner,Drama,,Russell Crowe,,Cem Yılmaz,Miyavi,Yılmaz Erdoğan,,,"22,500,000.00","30,800,000.00",0.136888889,,,,,,,
"The Way, Way Back",2013-07-05,"https://en.wikipedia.org/wiki/The_Way,_Way_Back",Comedy,Drama,Nat Faxon,Jim Rash,Steve Carell,Toni Collette,Allison Janney,AnnaSophia Robb,Sam Rockwell,"5,000,000.00","5,000,000.00",0.1,,,,,,,
The Wedding Ringer,2015-01-16,https://en.wikipedia.org/wiki/The_Wedding_Ringer,Romance,Comedy,Jeremy Garelick,,Kevin Hart,Josh Gad,Kaley Cuoco,Olivia Thirlby,Alan Ritchson,"23,000,000.00","79,800,000.00",0.346956522,,,,,,,
The Witch,2016-01-27,https://en.wikipedia.org/wiki/The_Witch_(2015_film),Horror,,Robert Eggers,,Anya Taylor-Joy,Ralph Ineson,Kate Dickie,,,"3,000,000.00","40,400,000.00",1.346666667,,,,,,,
The Wolverine,2013-07-24,https://en.wikipedia.org/wiki/The_Wolverine_(film),Action,Adventure,James Mangold,,Hugh Jackman,Famke Janssen,Hiroyuki Sanada,Hal Yamanouchi,Tao Okamoto,"120,000,000.00","414,800,000.00",0.345666667,,,,,,,
The Woman in Black,2012-02-03,https://en.wikipedia.org/wiki/The_Woman_in_Black_(2012_film),Horror,Thriller,James Watkins,,Daniel Radcliffe,Ciarán Hinds,Janet McTeer,Liz White,Alisa Khazanova,"15,000,000.00","128,500,000.00",0.856666667,,,,,,,
The Woman in Black: Angel of Death,2014-12-30,https://en.wikipedia.org/wiki/The_Woman_in_Black:_Angel_of_Death,Horror,,Tom Harper,,Phoebe Fox,Jeremy Irvine,Helen McCrory,Adrian Rawlins,Oaklee Pendergast,"15,000,000.00","48,900,000.00",0.326,,,,,,,
The World's End,2013-07-19,https://en.wikipedia.org/wiki/The_World%2527s_End_(film),Comedy,Sci-Fi,Edgar Wright,,Simon Pegg,Nick Frost,Paddy Considine,Martin Freeman,Eddie Marsan,"20,000,000.00","46,100,000.00",0.2305,,,,,,,
The Young Messiah,2016-03-11,https://en.wikipedia.org/wiki/The_Young_Messiah_(film),Drama,,Cyrus Nowrasteh,,Adam Greaves-Neal,Sean Bean,,,,"18,500,000.00","7,200,000.00",0.038918919,,,,,,,
Think Like a Man,2012-04-20,https://en.wikipedia.org/wiki/Think_Like_a_Man,Comedy,Romance,Tim Story,,Kevin Hart,Michael Ealy,Taraji P. Henson,Jerry Ferrara,Meagan Good,"12,000,000.00","96,100,000.00",0.800833333,,,,,,,
This Is the End,2013-06-12,https://en.wikipedia.org/wiki/This_Is_the_End,Comedy,Sci-Fi,Evan Goldberg,Seth Rogen,Seth Rogen,Jay Baruchel,James Franco,Craig Robinson,Danny McBride,"32,000,000.00","126,000,000.00",0.39375,,,,,,,
This Is Where I Leave You,2014-09-19,https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You,Comedy,,Shawn Levy,,Jason Bateman,Tina Fey,Jane Fonda,Timothy Olyphant,Corey Stoll,"19,800,000.00","41,300,000.00",0.208585859,,,,,,,
This Means War,2012-02-17,https://en.wikipedia.org/wiki/This_Means_War_(film),Action,Romance,McG,,Tom Hardy,Chris Pine,Reese Witherspoon,Chelsea Handler,Til Schweiger,"65,000,000.00","156,500,000.00",0.240769231,,,,,,,
Top Five,2014-09-06,https://en.wikipedia.org/wiki/Top_Five,Comedy,,Chris Rock,,Chris Rock,Rosario Dawson,Genevieve Angelson,Rachel Feinstein,Dan Naturman,"12,000,000.00","26,100,000.00",0.2175,,,,,,,
Top Gun 3D,2013-02-08,https://en.wikipedia.org/wiki/Top_Gun,Action,,Tony Scott,,Tom Cruise,Kelly McGillis,Val Kilmer,James Tolkan,Tom Skerritt,"15,000,000.00","356,800,000.00",2.378666667,,,,,,,
Total Recall,2012-08-03,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),Action,Sci-Fi,Len Wiseman,,Colin Farrell,Jessica Biel,Bryan Cranston,Kate Beckinsale,Bill Nighy,"125,000,000.00","198,500,000.00",0.1588,,,,,,,
Trance,2013-03-27,https://en.wikipedia.org/wiki/Trance_(2013_film),Crime,,Danny Boyle,,James McAvoy,Vincent Cassel,Rosario Dawson,Tuppence Middleton,Lee Nicholas Harris,"20,000,000.00","24,300,000.00",0.1215,,,,,,,
Transcendence,2014-04-10,https://en.wikipedia.org/wiki/Transcendence_(2014_film),Sci-Fi,Thriller,Wally Pfister,,Johnny Depp,Paul Bettany,Rebecca Hall,Kate Mara,Morgan Freeman,"100,000,000.00","103,000,000.00",0.103,,,,,,,
Triple 9,2016-02-16,https://en.wikipedia.org/wiki/Triple_9,Crime,Drama,John Hillcoat,,Kate Winslet,Woody Harrelson,Gal Gadot,Anthony Mackie,Teresa Palmer,"20,000,000.00","23,400,000.00",0.117,,,,,,,
Trouble with the Curve,2012-09-21,https://en.wikipedia.org/wiki/Trouble_with_the_Curve,Drama,Sports,Robert Lorenz,,Clint Eastwood,Amy Adams,Matthew Lillard,Justin Timberlake,John Goodman,"60,000,000.00","49,000,000.00",0.081666667,,,,,,,
Trumbo,2015-09-12,https://en.wikipedia.org/wiki/Trumbo_(2015_film),Drama,,Jay Roach,,Bryan Cranston,Diane Lane,Helen Mirren,John Goodman,Elle Fanning,"15,000,000.00","8,200,000.00",0.054666667,,,,,,,
Truth,2015-09-12,https://en.wikipedia.org/wiki/Truth_(2015_film),Drama,,James Vanderbilt,,Robert Redford,Cate Blanchett,Dennis Quaid,Topher Grace,Elisabeth Moss,"9,600,000.00","5,400,000.00",0.05625,,,,,,,
Turbo,2013-07-17,https://en.wikipedia.org/wiki/Turbo_(film),Comedy,Family,David Soren,,Ryan Reynolds,Paul Giamatti,Michael Peña,Luis Guzmán,Bill Hader,"127,000,000.00","282,600,000.00",0.222519685,,,,,,,
Tusk,2014-09-06,https://en.wikipedia.org/wiki/Tusk_(2014_film),Horror,,Kevin Smith,,Michael Parks,Justin Long,Haley Joel Osment,Génesis Rodríguez,Johnny Depp,"3,000,000.00","1,900,000.00",0.063333333,,,,,,,
Unbroken,2014-11-17,https://en.wikipedia.org/wiki/Unbroken_(film),Drama,,Angelina Jolie,,Jack O'Connell,Miyavi,Domhnall Gleeson,Garrett Hedlund,Jai Courtney,"65,000,000.00","163,400,000.00",0.251384615,,,,,,,
Unfinished Business,2015-03-06,https://en.wikipedia.org/wiki/Unfinished_Business_(2015_film),Comedy,,Ken Scott,,Vince Vaughn,Tom Wilkinson,Dave Franco,Sienna Miller,Nick Frost,"35,000,000.00","14,400,000.00",0.041142857,,,,,,,
Unfriended,2014-07-20,https://en.wikipedia.org/wiki/Unfriended,Horror,,Levan Gabriadze,,Shelley Hennig,Renee Olstead,Jacob Wysocki,Will Peltz,,"1,000,000.00","64,100,000.00",6.41,,,,,,,
Vacation,2015-07-29,https://en.wikipedia.org/wiki/Vacation_(2015_film),Adventure,Comedy,John Francis Daley,Jonathan Goldstein,Ed Helms,Christina Applegate,Leslie Mann,Chris Hemsworth,Charlie Day,"31,000,000.00","104,900,000.00",0.338387097,,,,,,,
Vampire Academy,2014-02-07,https://en.wikipedia.org/wiki/Vampire_Academy_(film),Action,Romance,Mark Waters,,Zoey Deutch,Lucy Fry,Danila Kozlovsky,,,"30,000,000.00","15,400,000.00",0.051333333,,,,,,,
Veronica Mars,2014-03-14,https://en.wikipedia.org/wiki/Veronica_Mars_(film),Mystery,Drama,Rob Thomas,,Kristen Bell,Jason Dohring,Krysten Ritter,Ryan Hansen,Francis Capra,"6,000,000.00","3,500,000.00",0.058333333,,,,,,,
Victor Frankenstein,2015-11-25,https://en.wikipedia.org/wiki/Victor_Frankenstein_(film),Horror,,Paul McGuigan,,Daniel Radcliffe,James McAvoy,Jessica Brown Findlay,Andrew Scott,,"40,000,000.00","34,200,000.00",0.0855,,,,,,,
Wanderlust,2012-02-24,https://en.wikipedia.org/wiki/Wanderlust_(2012_film),Comedy,,David Wain,,Paul Rudd,Jennifer Aniston,Malin Akerman,Justin Theroux,Ken Marino,"35,000,000.00","24,200,000.00",0.069142857,,,,,,,
War Dogs,2016-08-19,https://en.wikipedia.org/wiki/War_Dogs_(2016_film),Crime,Comedy,Todd Phillips,,Jonah Hill,Miles Teller,Ana de Armas,J. B. Blanc,,"40,000,000.00","42,700,000.00",0.10675,,,,,,,
War Room,2015-08-28,https://en.wikipedia.org/wiki/War_Room_(film),Drama,,Alex Kendrick,,Alex Kendrick,Priscilla Shirer,T.C. Stallings,Beth Moore,Karen Abercrombie,"3,000,000.00","73,700,000.00",2.456666667,,,,,,,
Warcraft,2016-06-10,https://en.wikipedia.org/wiki/Warcraft_(film),Action,Fantasy,Duncan Jones,,Ben Foster,Travis Fimmel,Paula Patton,Toby Kebbell,Dominic Cooper,"160,000,000.00","433,500,000.00",0.2709375,,,,,,,
Warm Bodies,2013-02-01,https://en.wikipedia.org/wiki/Warm_Bodies_(film),Comedy,Horror,Jonathan Levine,,Nicholas Hoult,Teresa Palmer,Rob Corddry,John Malkovich,Analeigh Tipton,"35,000,000.00","117,000,000.00",0.334285714,,,,,,,
What Maisie Knew,2013-05-03,https://en.wikipedia.org/wiki/What_Maisie_Knew_(film),Drama,,Scott McGehee,David Siegel,Julianne Moore,Steve Coogan,Alexander Skarsgård,Joanna Vanderham,Onata Aprile,"5,000,000.00","2,700,000.00",0.054,,,,,,,
What to Expect When You're Expecting,2012-05-18,https://en.wikipedia.org/wiki/What_to_Expect_When_You%2527re_Expecting_(film),Comedy,,Kirk Jones,,Cameron Diaz,Jennifer Lopez,Brooklyn Decker,Elizabeth Banks,Anna Kendrick,"40,000,000.00","84,400,000.00",0.211,,,,,,,
When the Game Stands Tall,2014-08-04,https://en.wikipedia.org/wiki/When_the_Game_Stands_Tall,Religious,Drama,Thomas Carter,,Jim Caviezel,Laura Dern,Michael Chiklis,Alexander Ludwig,,"15,000,000.00","30,100,000.00",0.200666667,,,,,,,
Whiplash,2014-01-16,https://en.wikipedia.org/wiki/Whiplash_(2014_film),Drama,,Damien Chazelle,,J. K. Simmons,Miles Teller,Paul Reiser,Melissa Benoist,,"3,300,000.00","49,000,000.00",1.484848485,,,,,,,
Whiskey Tango Foxtrot,2016-03-04,https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film),Drama,Comedy,Glenn Ficarra,John Requa,Tina Fey,Margot Robbie,Martin Freeman,Billy Bob Thornton,Alfred Molina,"35,000,000.00","24,900,000.00",0.071142857,,,,,,,
White House Down,2013-06-28,https://en.wikipedia.org/wiki/White_House_Down,Action,,Roland Emmerich,,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,James Woods,Richard Jenkins,"150,000,000.00","205,000,000.00",0.136666667,,,,,,,
Wild,2014-08-29,https://en.wikipedia.org/wiki/Wild_(2014_film),Drama,,Jean-Marc Vallée,,Reese Witherspoon,Gaby Hoffmann,Michiel Huisman,Charles Baker,,"15,000,000.00","52,500,000.00",0.35,,,,,,,
Winter's Tale,2014-02-13,https://en.wikipedia.org/wiki/Winter%2527s_Tale_(film),Drama,Fantasy,Akiva Goldsman,,Colin Farrell,Russell Crowe,Jessica Brown Findlay,Jennifer Connelly,Will Smith,"60,000,000.00","31,100,000.00",0.051833333,,,,,,,
Wish I Was Here,2014-01-18,https://en.wikipedia.org/wiki/Wish_I_Was_Here,Drama,Comedy,Zach Braff,,Zach Braff,Kate Hudson,Jim Parsons,Mandy Patinkin,Ashley Greene,"6,000,000.00","5,500,000.00",0.091666667,,,,,,,
Woman in Gold,2015-04-01,https://en.wikipedia.org/wiki/Woman_in_Gold_(film),Drama,,Simon Curtis,,Helen Mirren,Ryan Reynolds,Daniel Brühl,Katie Holmes,Tatiana Maslany,"11,000,000.00","61,600,000.00",0.56,,,,,,,
Won't Back Down,2012-09-28,https://en.wikipedia.org/wiki/Won%2527t_Back_Down_(film),Drama,,Daniel Barnz,,Viola Davis,Maggie Gyllenhaal,Holly Hunter,Ving Rhames,Rosie Perez,"19,000,000.00","5,400,000.00",0.028421053,,,,,,,
Woodlawn,2015-10-16,https://en.wikipedia.org/wiki/Woodlawn_(film),Drama,,The Erwin Brothers,,Sean Astin,Nic Bishop,Caleb Castille,Sherri Shepherd,Jon Voight,"13,000,000.00","14,400,000.00",0.110769231,,,,,,,
World War Z,2013-06-21,https://en.wikipedia.org/wiki/World_War_Z_(film),Action,Horror,Marc Forster,,Brad Pitt,Mireille Enos,James Badge Dale,Daniella Kertesz,Matthew Fox,"190,000,000.00","540,000,000.00",0.284210526,,,,,,,
Wrath of the Titans,2012-03-30,https://en.wikipedia.org/wiki/Wrath_of_the_Titans,Action,Adventure,Jonathan Liebesman,,Sam Worthington,Liam Neeson,Ralph Fiennes,Edgar Ramirez,Rosamund Pike,"150,000,000.00","305,300,000.00",0.203533333,,,,,,,
X-Men: Apocalypse,2016-05-09,https://en.wikipedia.org/wiki/X-Men:_Apocalypse,Action,,Bryan Singer,,James McAvoy,Michael Fassbender,Jennifer Lawrence,Oscar Isaac,Nicholas Hoult,"178,000,000.00","544,600,000.00",0.305955056,,,,,,,
X-Men: Days of Future Past,2014-05-10,https://en.wikipedia.org/wiki/X-Men:_Days_of_Future_Past,Action,Adventure,Bryan Singer,,Hugh Jackman,James McAvoy,Michael Fassbender,Halle Berry,Jennifer Lawrence,"200,000,000.00","747,900,000.00",0.37395,,,,,,,
You're Next,2013-08-23,https://en.wikipedia.org/wiki/You%2527re_Next,Horror,,Adam Wingard,,Sharni Vinson,Joe Swanberg,AJ Bowen,Nicholas Tucci,Barbara Crampton,"1,000,000.00","26,800,000.00",2.68,,,,,,,
Zero Dark Thirty,2012-12-19,https://en.wikipedia.org/wiki/Zero_Dark_Thirty,Drama,,Kathryn Bigelow,,Jessica Chastain,Chris Pratt,Joel Edgerton,Kyle Chandler,Jason Clarke,"40,000,000.00","132,800,000.00",0.332,,,,,,,
Zhong Kui: Snow Girl and the Dark Crystal,2015-02-19,https://en.wikipedia.org/wiki/Zhong_Kui:_Snow_Girl_and_the_Dark_Crystal,Romance,Fantasy,Peter Pau,,Li Bingbing,Chen Kun,Yang Zishan,Winston Chao,Bao Bei'er,"30,000,000.00","64,470,000.00",0.2149,,,,,,,
Zoolander 2,2016-02-12,https://en.wikipedia.org/wiki/Zoolander_2,Comedy,,Ben Stiller,,Ben Stiller,Owen Wilson,Christine Taylor,Will Ferrell,Penélope Cruz,"50,000,000.00","56,000,000.00",0.112,,,,,,,
